,R_naught_target_value,R_naught_CI_2_5,R_naught_CI_97_5,R_naught_CI_width,R_naught_CI_presence,infectious_time_target_value,infectious_time_CI_2_5,infectious_time_CI_97_5,infectious_time_CI_width,infectious_time_CI_presence,incubation_period_target_value,incubation_period_CI_2_5,incubation_period_CI_97_5,incubation_period_CI_width,incubation_period_CI_presence
1,2.3412952193888765,1.911831429293807,2.725585805133661,1.911831429293807,1.911831429293807,1.6475683414549467,1.3374944529703725,2.0509388681359075,1.3374944529703725,1.3374944529703725,1.3699288947711643,0.9364849575983046,1.6643589014470987,0.9364849575983046,0.9364849575983046
2,3.3684089866500506,2.476518913940601,4.353855311931452,2.476518913940601,2.476518913940601,3.713458401366233,2.568132159484837,4.255108865634231,2.568132159484837,2.568132159484837,3.9623966772426735,3.054433154190319,5.94740814993984,3.054433154190319,3.054433154190319
4,3.990186936355412,2.486266214577806,4.936529205256375,2.486266214577806,2.486266214577806,2.3660999627382147,1.7152963700827082,9.63967024268948,1.7152963700827082,1.7152963700827082,8.305388994870441,0.2026452043627373,11.728237994405514,0.2026452043627373,0.2026452043627373
5,1.8399365822491287,1.6587180756447797,2.2531015600745734,1.6587180756447797,1.6587180756447797,7.014782251317482,5.603688778635027,7.49359647095298,5.603688778635027,5.603688778635027,21.38025028802623,20.38355020624422,28.348718420276985,20.38355020624422,20.38355020624422
6,1.3957654863295386,1.248310620143565,1.5366422842041898,1.248310620143565,1.248310620143565,4.857964876447387,3.983444310177657,6.426902800379884,3.983444310177657,3.983444310177657,1.0822480345985486,0.2961333783676927,2.01569578155052,0.2961333783676927,0.2961333783676927
7,4.5763076864815515,3.684255336234378,4.97406461367213,3.684255336234378,3.684255336234378,7.444225403388453,6.1399634246673385,9.932251112721758,6.1399634246673385,6.1399634246673385,2.009712632155093,0.5991938915692463,2.744374206325778,0.5991938915692463,0.5991938915692463
8,2.934225711372333,2.575996174515491,4.174074075731029,2.575996174515491,2.575996174515491,4.65107236136891,4.263246410623023,6.693619648421078,4.263246410623023,4.263246410623023,19.631412363505394,16.349519135830935,29.266498060531998,16.349519135830935,16.349519135830935
9,1.9775520011410712,1.68501451222016,2.4622347489554173,1.68501451222016,1.68501451222016,4.720206796740603,4.631253083136104,6.314823873914596,4.631253083136104,4.631253083136104,18.346521365753787,13.079834880157186,18.62637598166477,13.079834880157186,13.079834880157186
10,1.1804054499429777,1.0167997820303212,1.2887846824530629,1.0167997820303212,1.0167997820303212,6.046298175696968,5.0947112513164345,7.781983503603009,5.0947112513164345,5.0947112513164345,24.8912650642139,22.29258487575465,29.563101154585176,22.29258487575465,22.29258487575465
11,2.2674253628172885,1.9375704039216386,2.4299652082801275,1.9375704039216386,1.9375704039216386,9.542159842085095,8.295791501835675,9.980780503203889,8.295791501835675,8.295791501835675,12.22097639860688,9.527423801032661,14.505508170184637,9.527423801032661,9.527423801032661
12,4.569193572282268,3.1735849678217094,4.777262183538535,3.1735849678217094,3.1735849678217094,8.598935344390894,6.184636106091368,8.763768729755606,6.184636106091368,6.184636106091368,5.651687501454936,4.239499278070364,6.844108116949695,4.239499278070364,4.239499278070364
13,2.258547996550905,1.851881217741875,2.6016370637651747,1.851881217741875,1.851881217741875,1.804700027502259,1.5491609403183826,2.2618235436887493,1.5491609403183826,1.5491609403183826,0.992186161376722,0.6157635442814575,1.1075156027677548,0.6157635442814575,0.6157635442814575
14,3.278706625024805,2.315377583478196,3.575140637599381,2.315377583478196,2.315377583478196,9.476981290189832,7.552759420390125,9.931923781335295,7.552759420390125,7.552759420390125,18.046665397648265,13.061913409042281,21.659495270870067,13.061913409042281,13.061913409042281
15,2.3771992733410965,1.783849291342495,2.574925659026694,1.783849291342495,1.783849291342495,8.103544523993051,5.9783198973154565,9.943302999326999,5.9783198973154565,5.9783198973154565,6.077078517359826,1.3753398130063443,6.971964265382052,1.3753398130063443,1.3753398130063443
16,3.852061312248024,2.806103321105608,4.554248239200962,2.806103321105608,2.806103321105608,3.341865765300521,2.3265238378216946,3.9237699230968577,2.3265238378216946,2.3265238378216946,7.193789359075612,4.942643602444257,9.427932863838848,4.942643602444257,4.942643602444257
17,3.994947942589305,2.454408162829146,4.280312665570743,2.454408162829146,2.454408162829146,1.7914906587137351,1.4519130290107825,2.724724093576848,1.4519130290107825,1.4519130290107825,7.3839806973734605,3.7889174402053762,7.651822908941583,3.7889174402053762,3.7889174402053762
18,1.6750454223406788,1.3512255833226714,1.7780387205467738,1.3512255833226714,1.3512255833226714,9.408068157617627,8.046594838085857,9.950341498203022,8.046594838085857,8.046594838085857,21.790845559297317,17.006403696654186,22.81030415569584,17.006403696654186,17.006403696654186
19,3.35014910331084,1.976799528938766,2.4570917988028333,1.976799528938766,1.976799528938766,2.8506096825024523,8.701825048565349,9.984664188793388,8.701825048565349,8.701825048565349,8.7399775430987,0.20026848830418997,0.2472126834215621,0.20026848830418997,0.20026848830418997
20,4.383061931500782,2.8141008799198794,4.816442260643654,2.8141008799198794,2.8141008799198794,5.970377421143178,4.264108515926769,6.81677634068793,4.264108515926769,4.264108515926769,15.802874262190723,11.082442382500956,21.436160862929647,11.082442382500956,11.082442382500956
21,2.2388294124872887,1.8285593030836917,2.7209434067463607,1.8285593030836917,1.8285593030836917,4.6848778813590615,4.148191107406192,6.06561436580088,4.148191107406192,4.148191107406192,20.150252377398782,14.81340520678411,22.773312104266086,14.81340520678411,14.81340520678411
22,4.846300928436364,3.0102851036266918,4.884011511278204,3.0102851036266918,3.0102851036266918,8.57823430254331,6.9524651594228155,9.902822081070124,6.9524651594228155,6.9524651594228155,33.93226940285093,17.309251479740954,33.545233113213094,17.309251479740954,17.309251479740954
23,1.1532291880105905,1.0817732820291532,1.3735517636507601,1.0817732820291532,1.0817732820291532,6.067068346960252,3.772312790045263,8.335801583300096,3.772312790045263,3.772312790045263,1.507276621680138,0.2086933092993686,3.648506113424366,0.2086933092993686,0.2086933092993686
24,4.029825464213491,2.869742154866715,4.662881299043145,2.869742154866715,2.869742154866715,8.618470062575891,6.07770098025726,9.000414329332697,6.07770098025726,6.07770098025726,31.702659014339925,22.751331012641447,40.821428320462545,22.751331012641447,22.751331012641447
25,3.9692404250478233,3.643932194341505,4.958856299765348,3.643932194341505,3.643932194341505,5.741129579712727,4.7269307912370735,6.532501218286748,4.7269307912370735,4.7269307912370735,4.143391636460803,4.084805012049489,6.40706985949172,4.084805012049489,4.084805012049489
26,1.1405022922441466,1.0723414773168398,1.2624065514556295,1.0723414773168398,1.0723414773168398,5.702623503113933,4.141641112545282,5.759844071080421,4.141641112545282,4.141641112545282,8.183606775985469,8.227259967550618,10.59134840275837,8.227259967550618,8.227259967550618
27,2.3195963941993734,2.0768678256561377,2.7695628200460294,2.0768678256561377,2.0768678256561377,4.942152349922228,4.387868611545485,6.090928669681384,4.387868611545485,4.387868611545485,12.369233789476116,10.061385780747921,14.50939438897981,10.061385780747921,10.061385780747921
28,2.010548878731579,1.6889452450564795,2.1918614703157933,1.6889452450564795,1.6889452450564795,8.232666902398922,5.784790164597209,9.558726616045293,5.784790164597209,5.784790164597209,9.856956830571637,7.315842179893577,13.420188702570476,7.315842179893577,7.315842179893577
29,2.9959329963935732,2.9707503933972816,4.836171246407423,2.9707503933972816,2.9707503933972816,5.109194842728192,3.9280385988519995,6.047432349593121,3.9280385988519995,3.9280385988519995,6.219286455499216,6.8047871505187425,12.809334854934553,6.8047871505187425,6.8047871505187425
30,3.056167615369643,2.3357503164314717,3.433655613718888,2.3357503164314717,2.3357503164314717,7.4866451610917055,6.084414880259695,9.095562024785828,6.084414880259695,6.084414880259695,33.32887299842945,26.035585698657044,42.548760348101254,26.035585698657044,26.035585698657044
31,1.7201766645316792,1.2205308366991376,1.701927372585449,1.2205308366991376,1.2205308366991376,1.390463778891797,5.237377699735897,7.0092992423279386,5.237377699735897,5.237377699735897,5.198780985185591,0.2003184338173233,0.2523472422582799,0.2003184338173233,0.2003184338173233
32,4.83352257416964,2.5157668336676458,3.1645502332653885,2.5157668336676458,2.5157668336676458,3.6029221804732185,8.658604565723747,9.985027786880542,8.658604565723747,8.658604565723747,7.0906881128577925,0.20036792350657984,0.25694341935775755,0.20036792350657984,0.20036792350657984
33,1.7399685310640254,1.5424414230206887,1.907637276740605,1.5424414230206887,1.5424414230206887,1.7272479769518407,1.57118070561057,2.587387637506747,1.57118070561057,1.57118070561057,4.239415655081888,3.0789123272900727,4.775412576980405,3.0789123272900727,3.0789123272900727
34,3.163313853010254,2.6419094019381415,4.428394849681384,2.6419094019381415,2.6419094019381415,2.300954788379899,1.8722540688901523,3.0759166411656262,1.8722540688901523,1.8722540688901523,5.968402263527247,5.032531914822119,9.633966770656881,5.032531914822119,5.032531914822119
35,1.0148742314952466,1.0457797840832879,1.4747670266532582,1.0457797840832879,1.0457797840832879,3.763214132762628,3.5556189035805277,4.932221775085411,3.5556189035805277,3.5556189035805277,5.597792170849939,4.411434256516499,6.207413848641501,4.411434256516499,4.411434256516499
36,1.4908359483727525,1.3815622761169957,1.7081557765127813,1.3815622761169957,1.3815622761169957,8.31526735909764,6.505450229339117,8.967134180298338,6.505450229339117,6.505450229339117,9.797076646017203,9.847951611516299,13.400319738845862,9.847951611516299,9.847951611516299
37,3.931052592104472,2.654251058128224,4.328166361558676,2.654251058128224,2.654251058128224,8.881937125846449,6.25244973368741,9.513496982218676,6.25244973368741,6.25244973368741,19.120369433643816,12.78587554259124,22.499584919576424,12.78587554259124,12.78587554259124
38,1.3742650754093462,1.2349528432008299,1.5680483816197295,1.2349528432008299,1.2349528432008299,5.064259896317183,4.272246575797179,5.993168386482108,4.272246575797179,4.272246575797179,4.4253269369441135,3.7732506289471366,5.577014044736538,3.7732506289471366,3.7732506289471366
39,3.07727365292248,2.3687418499074737,4.035898781407954,2.3687418499074737,2.3687418499074737,4.794757139493711,3.559371071431015,5.415557473818375,3.559371071431015,3.559371071431015,19.954658914195075,15.868037509584484,28.177481697280676,15.868037509584484,15.868037509584484
40,1.5714632858544937,1.320776443482458,1.730745352912808,1.320776443482458,1.320776443482458,9.001046829960945,7.929817369716251,9.865707989135968,7.929817369716251,7.929817369716251,40.27839841651592,32.49344744721347,42.39792550554532,32.49344744721347,32.49344744721347
41,4.154940705017438,2.958728829666003,4.8091052525093065,2.958728829666003,2.958728829666003,8.425864257256034,5.851537633831322,8.97422668600974,5.851537633831322,5.851537633831322,9.899663731922507,8.033835547428042,14.818478835609772,8.033835547428042,8.033835547428042
42,4.066375232476673,3.5646225532082716,4.966262502237277,3.5646225532082716,3.5646225532082716,1.2671220979304278,1.0039805192041775,1.3107433912771589,1.0039805192041775,1.0039805192041775,4.585213929314001,4.2491204054523015,6.767263107148824,4.2491204054523015,4.2491204054523015
43,4.5466895597653405,3.261246375714773,4.898564110694151,3.261246375714773,3.261246375714773,1.570234067612887,1.278862716994298,1.8783144335362696,1.278862716994298,1.278862716994298,4.055032966136335,2.794269885751259,4.811999624471751,2.794269885751259,2.794269885751259
44,4.806295298345992,3.750548548128029,4.968819492470666,3.750548548128029,3.750548548128029,9.421427805546482,6.797836132595706,8.92939561973391,6.797836132595706,6.797836132595706,39.8377180005816,37.82969378401309,49.71728660497105,37.82969378401309,37.82969378401309
45,2.4445386604725248,2.06590513063134,2.8917379632486773,2.06590513063134,2.06590513063134,1.1759393265374891,1.166402942654799,1.61930233883494,1.166402942654799,1.166402942654799,0.9831074760130196,0.7100657669113071,1.10579685077974,0.7100657669113071,0.7100657669113071
46,4.775102738765872,3.8693643113836993,4.977375935177998,3.8693643113836993,3.8693643113836993,9.331489279351693,6.8329306310561035,9.906147623310122,6.8329306310561035,6.8329306310561035,2.773262297784726,2.051023774810367,4.344782378578767,2.051023774810367,2.051023774810367
47,2.238860916361043,1.9646342920235915,2.6973397158091643,1.9646342920235915,1.9646342920235915,3.8356647341494416,3.482021492388241,6.454409118072801,3.482021492388241,3.482021492388241,1.9657068090087344,0.3639305871074663,2.211776411043005,0.3639305871074663,0.3639305871074663
48,2.2227783085919106,1.9637902664457259,2.6092052426330445,1.9637902664457259,1.9637902664457259,5.752676712336657,5.370091460271757,7.607965590390454,5.370091460271757,5.370091460271757,4.616002622712795,3.5971345678548157,5.771279685320473,3.5971345678548157,3.5971345678548157
49,4.055656099600462,2.692871300539015,4.549776057338005,2.692871300539015,2.692871300539015,4.597743698603007,3.1902209696785757,4.753454969570116,3.1902209696785757,3.1902209696785757,17.33803038471437,12.789025486049614,23.498750998761576,12.789025486049614,12.789025486049614
50,1.3827909430112082,1.2847952435535603,1.606723393490844,1.2847952435535603,1.2847952435535603,8.259849936002494,6.3918182640971715,9.546497228550097,6.3918182640971715,6.3918182640971715,22.04172356555461,19.345065684056184,26.80225447516033,19.345065684056184,19.345065684056184
51,1.1920401268789853,1.0647602980613127,1.237284364805823,1.0647602980613127,1.0647602980613127,1.8394465602146848,8.818522052306733,9.971896968198195,8.818522052306733,8.818522052306733,7.2323203353165315,0.20038179540014955,0.2520985303384881,0.20038179540014955,0.20038179540014955
52,2.9568373329385667,2.284704564843897,3.727570362627379,2.284704564843897,2.284704564843897,2.088311098337424,1.3839326501062927,2.198093969008271,1.3839326501062927,1.3839326501062927,4.332170369285299,3.566866007870129,6.433833416733499,3.566866007870129,3.566866007870129
53,4.276417795931989,3.0915369779136435,4.762997028748737,3.0915369779136435,3.0915369779136435,4.638228064967928,3.2445981269939064,5.162966431685039,3.2445981269939064,3.2445981269939064,6.331097109385534,4.944566175597259,9.015698157178841,4.944566175597259,4.944566175597259
54,4.352714007034635,3.8395333459796808,4.982702403176917,3.8395333459796808,3.8395333459796808,7.757832708254853,5.87170481623041,9.22869257729135,5.87170481623041,5.87170481623041,7.269356076942557,6.207176067428688,11.138851702125555,6.207176067428688,6.207176067428688
55,1.9749805222978656,1.7916891058018922,2.4108357425480786,1.7916891058018922,1.7916891058018922,6.953580213162176,6.5655808806291045,8.939902414393323,6.5655808806291045,6.5655808806291045,11.272039126240806,9.092777016290457,12.775651407428928,9.092777016290457,9.092777016290457
56,4.435404239978073,3.8593487032139566,4.983669334109385,3.8593487032139566,3.8593487032139566,1.9777954475210668,1.8518082216138172,2.5173459850808744,1.8518082216138172,1.8518082216138172,3.8475967786409013,2.6693646121236996,4.229537884027961,2.6693646121236996,2.6693646121236996
57,1.545571102085337,1.4337316022159299,1.6925804686719883,1.4337316022159299,1.4337316022159299,8.470666078253398,7.0500083566599985,9.93108309112814,7.0500083566599985,7.0500083566599985,19.22600192257876,16.45445190946377,23.723114773890543,16.45445190946377,16.45445190946377
58,4.052906038113122,3.8408890282786357,4.982168571120878,3.8408890282786357,3.8408890282786357,5.193347908551282,4.461340899557817,6.663224378202723,4.461340899557817,4.461340899557817,8.14385438762774,6.765443940252897,11.127741968775336,6.765443940252897,6.765443940252897
59,1.8210565986674885,1.5129096624507328,1.9355259097348447,1.5129096624507328,1.5129096624507328,5.184124389063803,4.0944417807714695,6.135285341341021,4.0944417807714695,4.0944417807714695,1.0945261352811413,0.37517055132892413,1.4445891051673825,0.37517055132892413,0.37517055132892413
60,3.3396433427725105,2.061328517249325,2.9224995348350054,2.061328517249325,2.061328517249325,1.9665781944921559,6.331259174814671,8.512830522942231,6.331259174814671,6.331259174814671,5.2546910677685394,0.20029057043811563,0.23892863755927346,0.20029057043811563,0.20029057043811563
61,1.700812580865655,1.4209373428934828,1.9020607422620508,1.4209373428934828,1.4209373428934828,6.131473674946902,5.088194765311543,6.630190180991286,5.088194765311543,5.088194765311543,8.129917510361267,6.868009781108445,9.095510851620459,6.868009781108445,6.868009781108445
62,4.1752821167205285,2.2421558466274782,4.080743370618539,2.2421558466274782,2.2421558466274782,4.756490698987294,3.5353772344454377,5.624489075780576,3.5353772344454377,3.5353772344454377,14.275521808694904,6.515564071312966,12.805200931355863,6.515564071312966,6.515564071312966
63,3.1140304879797647,2.9970069660083674,4.681473662652605,2.9970069660083674,2.9970069660083674,2.5569885115433117,2.539590631280809,4.0395379206962785,2.539590631280809,2.539590631280809,5.921430142862338,4.466673158221523,8.159104422217819,4.466673158221523,4.466673158221523
64,4.744737625961721,2.975430092757424,4.577021014521268,2.975430092757424,2.975430092757424,9.530627464458568,7.557521704718647,9.959454235020793,7.557521704718647,7.557521704718647,46.40749139346371,25.35336403780963,45.04504832145586,25.35336403780963,25.35336403780963
65,1.0708163130650397,1.044127069319973,1.3234842772600437,1.044127069319973,1.044127069319973,5.403022059037796,5.349487455836534,7.458661791969846,5.349487455836534,5.349487455836534,26.51742689671865,22.527217366332074,29.002675828964563,22.527217366332074,22.527217366332074
66,4.1557666220558325,3.152808270171876,4.852197500792451,3.152808270171876,3.152808270171876,2.218258150214076,1.9300309094507515,2.992134126835998,1.9300309094507515,1.9300309094507515,1.8404330322631768,1.0638681943393018,1.9832515495120997,1.0638681943393018,1.0638681943393018
67,3.0016985356311534,2.3045047757126755,3.629599708715797,2.3045047757126755,2.3045047757126755,6.149145168814957,5.204656050778632,7.557427843655398,5.204656050778632,5.204656050778632,19.49527901508721,12.864157793133373,21.428725937540108,12.864157793133373,12.864157793133373
68,1.2852911496405381,1.0024555676965303,1.1225029544373182,1.0024555676965303,1.0024555676965303,2.829931738718078,9.700341139100631,9.997780138742534,9.700341139100631,9.700341139100631,11.565491250423007,0.2006136926004601,0.29582890188240124,0.2006136926004601,0.2006136926004601
69,3.9699825154424553,2.4919243896416576,4.248739533251613,2.4919243896416576,2.4919243896416576,3.9879816288725274,2.9241212320184453,4.967753593716841,2.9241212320184453,2.9241212320184453,13.837922024670418,7.9820962343530235,15.900981244174655,7.9820962343530235,7.9820962343530235
70,3.7147277137717065,1.9357501287936163,2.188252533010645,1.9357501287936163,1.9357501287936163,3.191996396875805,9.549776426438791,9.996071415762533,9.549776426438791,9.549776426438791,12.643525001844448,0.2005085578112217,0.29376749316810313,0.2005085578112217,0.2005085578112217
71,3.6066449205014472,3.1142747936228674,4.698413291895035,3.1142747936228674,3.1142747936228674,2.585865382053549,2.412633609776533,3.5101307647239297,2.412633609776533,2.412633609776533,3.672376630531452,2.5529818890022344,4.2461668395090735,2.5529818890022344,2.5529818890022344
72,3.763902096617529,3.02240361698049,4.284256932296008,3.02240361698049,3.02240361698049,8.231731435298764,7.555897478059531,9.93922239299068,7.555897478059531,7.555897478059531,7.652435272194293,5.023327457457123,8.294725305551488,5.023327457457123,5.023327457457123
73,1.1050831595465906,1.025077179766335,1.1892689234185818,1.025077179766335,1.025077179766335,4.616292823897734,4.125166429537464,5.731950399358484,4.125166429537464,4.125166429537464,14.696162076306472,13.630066373850998,16.623669238318946,13.630066373850998,13.630066373850998
75,3.5023546014584017,2.307194358619569,3.67577286748115,2.307194358619569,2.307194358619569,3.0992487172362964,2.451827886795294,9.88640613835043,2.451827886795294,2.451827886795294,6.35722610832178,0.20123204155289076,7.6540834277034,0.20123204155289076,0.20123204155289076
76,3.983758604852777,2.918876624270018,4.620889791338488,2.918876624270018,2.918876624270018,7.835414338379081,6.201486705776171,8.887549119715997,6.201486705776171,6.201486705776171,17.301844118936085,13.758770646381294,23.305518196961657,13.758770646381294,13.758770646381294
77,2.9484785390880317,2.2881015410906977,3.1703358048959847,2.2881015410906977,2.2881015410906977,2.257870902435048,7.511709412979574,9.836950854732999,7.511709412979574,7.511709412979574,5.791770533115038,0.2003251956402877,0.2503567418157566,0.2003251956402877,0.2003251956402877
78,3.6423107674294704,3.405948070095359,4.970816316320041,3.405948070095359,3.405948070095359,1.126855012656671,1.029152618060933,1.6190316572506436,1.029152618060933,1.029152618060933,3.2953327654936238,2.1765664497672574,4.132207409682494,2.1765664497672574,2.1765664497672574
79,4.784186237898661,3.2404305712733916,4.858079350606781,3.2404305712733916,3.2404305712733916,9.739269865120727,8.543428659960112,9.97900704695414,8.543428659960112,8.543428659960112,40.02735678979202,28.398946889653303,46.797935084363345,28.398946889653303,28.398946889653303
80,1.110903828623796,1.0137568893999502,1.1511567276106012,1.0137568893999502,1.0137568893999502,4.960841525584454,4.918400997210205,7.8385134823627,4.918400997210205,4.918400997210205,7.4499268053285554,5.005011248218443,8.097385329929022,5.005011248218443,5.005011248218443
81,4.314997031640308,3.2971628900355148,4.937200911462739,3.2971628900355148,3.2971628900355148,4.814858106365338,4.263859673607147,5.858460663890071,4.263859673607147,4.263859673607147,21.49073775322977,15.896474465350373,27.090516854019334,15.896474465350373,15.896474465350373
82,3.4871346893542583,2.402521324822147,3.4934614494244105,2.402521324822147,2.402521324822147,8.483180114497992,6.522291044359011,8.99133749058708,6.522291044359011,6.522291044359011,30.160583945813602,22.91870640580481,34.71894711601168,22.91870640580481,22.91870640580481
83,4.577305366167387,4.073400246183375,4.9880712396999805,4.073400246183375,4.073400246183375,6.25705766713148,6.241340254231838,8.68699094749206,6.241340254231838,6.241340254231838,25.9887223989868,15.47803345194652,25.71947111059513,15.47803345194652,15.47803345194652
84,3.909987082461986,2.6686084917080857,4.649964651480037,2.6686084917080857,2.6686084917080857,4.820991227561926,3.9070541306604247,5.969098746289732,3.9070541306604247,3.9070541306604247,15.551293176827901,13.35950410764531,25.274401721775455,13.35950410764531,13.35950410764531
85,3.4327787260244973,3.1318342870144913,4.911393998001144,3.1318342870144913,3.1318342870144913,7.874902465217485,6.48332480666726,9.160395273445179,6.48332480666726,6.48332480666726,16.539862710018948,15.887380473727205,27.528126582816643,15.887380473727205,15.887380473727205
86,3.8750949998297854,3.7564615476416843,4.9853917078247525,3.7564615476416843,3.7564615476416843,6.846379690426871,6.084932377412486,9.10705674091429,6.084932377412486,6.084932377412486,4.768127249898638,3.5648082569246413,6.680417928063679,3.5648082569246413,3.5648082569246413
87,1.4563783040666427,1.3116333713508017,1.5709202368056252,1.3116333713508017,1.3116333713508017,4.012901819238435,3.2757183028293477,5.110217226056217,3.2757183028293477,3.2757183028293477,13.102965613840075,10.504533335025,14.38243433294013,10.504533335025,10.504533335025
88,1.2112225372649723,1.109688313714141,1.244276348863044,1.109688313714141,1.109688313714141,9.319565301219852,7.511130584143432,9.946486557769441,7.511130584143432,7.511130584143432,25.752343331930646,23.121334586655077,29.279831665361453,23.121334586655077,23.121334586655077
89,4.284872108610177,3.9593696758160157,4.981412421578505,3.9593696758160157,3.9593696758160157,2.193547967772149,2.0469040254664495,2.9939004141148517,2.0469040254664495,2.0469040254664495,2.019411696963946,1.3387912838101041,2.2929748962249614,1.3387912838101041,1.3387912838101041
90,4.7408445776263415,2.885408663560369,4.6229297135620735,2.885408663560369,2.885408663560369,5.070764241285904,3.606721570148039,5.021819650729566,3.606721570148039,3.606721570148039,17.36839704812761,12.17487661084614,20.597468090242494,12.17487661084614,12.17487661084614
91,4.157233174783712,3.4845461864081893,4.970332767959625,3.4845461864081893,3.4845461864081893,2.8630304386892056,2.1363142838482516,3.2283062721988043,2.1363142838482516,2.1363142838482516,3.585094943731003,3.414564095187054,6.139502457516931,3.414564095187054,3.414564095187054
92,1.2975123192288445,1.1654087670463673,1.5452375340713929,1.1654087670463673,1.1654087670463673,8.32565593468494,7.263036382297819,9.863552602084797,7.263036382297819,7.263036382297819,40.252107155002996,34.66864012017552,46.636632651674134,34.66864012017552,34.66864012017552
93,3.3700260219361784,2.9514875883162146,4.575848889876037,2.9514875883162146,2.9514875883162146,6.913123575342673,5.623217259346161,9.127793468311662,5.623217259346161,5.623217259346161,30.13840064943643,24.657043636098695,42.23490618092718,24.657043636098695,24.657043636098695
94,3.102485252029973,2.458585216871846,3.781040253481089,2.458585216871846,2.458585216871846,9.20317733157302,6.423710763655302,9.721516228378315,6.423710763655302,6.423710763655302,34.97846674878481,27.14511925539651,46.78292649561908,27.14511925539651,27.14511925539651
95,4.613507428942174,3.353556519009884,4.902412418743921,3.353556519009884,3.353556519009884,3.8615654666334565,3.404548458285285,4.637450699920626,3.404548458285285,3.404548458285285,10.752157832107693,6.1035825319397405,9.785470282422525,6.1035825319397405,6.1035825319397405
96,4.227568418079072,2.6948417800985855,3.9657719122803097,2.6948417800985855,2.6948417800985855,9.69442839073066,7.465714196346344,9.731411201545914,7.465714196346344,7.465714196346344,48.119090326714705,32.843606932086885,48.58439303669902,32.843606932086885,32.843606932086885
97,2.9265341621266265,2.5364531613625214,3.6596427339921287,2.5364531613625214,2.5364531613625214,2.254897792436584,1.750670933318697,2.6240215920826624,1.750670933318697,1.750670933318697,3.43210892842424,2.893498925510501,4.700493862237755,2.893498925510501,2.893498925510501
98,2.131627138903577,1.9033918314235165,2.6775254442902874,1.9033918314235165,1.9033918314235165,6.599205288129682,6.246345641362837,8.661227107576014,6.246345641362837,6.246345641362837,25.544469162919693,19.856206969235707,29.227360183445466,19.856206969235707,19.856206969235707
99,1.1264306733279978,1.1761846547114256,1.4003151370355877,1.1761846547114256,1.1761846547114256,9.3008895528065,8.246744780674339,9.973824992418509,8.246744780674339,8.246744780674339,43.64837722473262,39.34047354656811,48.7127108304451,39.34047354656811,39.34047354656811
100,1.5435109706994068,1.2925859050458137,1.7300460731060985,1.2925859050458137,1.2925859050458137,8.14045653610895,6.8254995412109825,9.006527527886735,6.8254995412109825,6.8254995412109825,9.471958859218828,8.223019478485968,10.90331376420838,8.223019478485968,8.223019478485968
